QUERY_HASH,SCAN_TYPE,TABLE_NAME,COLUMN_NAME,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS,DESCRIPTION
4df81769e428e2de,REFERENCE_SCAN,lineitem,l_quantity,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,part,p_size,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,lineitem,l_quantity,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED B4df81769e428e2de,COLUMN_SCAN,lineitem,l_shipinstruct,6001215,1500048,22861102,"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
4df81769e428e2de,REFERENCE_SCAN,lineitem,l_shipmode,1500048,214377,74244907,"TableScan Impl: ExpressionEvaluator (l_shipmode) IN ('AIR', 'AIR REG')"
4df81769e428e2de,REFERENCE_SCAN,part,p_size,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,lineitem,l_quantity,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
ef841e327f63a873,COLUMN_SCAN,orders,o_orderdate,1500000,57069,2086662,"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1993-10-01' AND '1994-01-01'"
ef841e327f63a873,COLUMN_SCAN,lineitem,l_returnflag,6001215,1478870,22645652,"TableScan Impl: ColumnVsValue l_returnflag = 'R'"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_brand,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_brand,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_brand,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_container,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_container,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_container,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,lineitem,l_quantity,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,lineitem,l_quantity,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,lineitem,l_quantity,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_size,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,lineitem,l_quantity,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_size,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,lineitem,l_quantity,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_contai1d8637cdb5b24167,COLUMN_SCAN,lineitem,l_shipinstruct,6001215,1500048,19835389,"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
1d8637cdb5b24167,REFERENCE_SCAN,lineitem,l_shipmode,1500048,214377,80047626,"TableScan Impl: ExpressionEvaluator (l_shipmode) IN ('AIR', 'AIR REG')"
1d8637cdb5b24167,REFERENCE_SCAN,part,p_size,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
1d8637cdb5b24167,REFERENCE_SCAN,lineitem,l_quantity,214377,109,105553616,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#44') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 20) AND l_quantity >= 10) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#53')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 28) AND l_quantity >= 18) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#43')"
f44dbd5497c58450,COLUMN_SCAN,lineitem,l_shipdate,6001215,69561,5031764,"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-02-01' AND '1994-03-01'"
c26fd44fce887811,REFERENCE_SCAN,part,p_brand,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,part,p_brand,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,part,p_brand,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,part,p_container,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,part,p_container,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,part,p_container,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,lineitem,l_quantity,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,lineitem,l_quantity,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,lineitem,l_quantity,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,part,p_size,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,lineitem,l_quantity,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,part,p_size,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#15')"
c26fd44fce887811,REFERENCE_SCAN,lineitem,l_quantity,214377,96,89874443,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 40) AND l_quantity >= 30) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 19) AND l_quantity >= 9) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#45')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 26) AND l_quantity >= 16) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKGc26fd44fce887811,COLUMN_SCAN,lineitem,l_shipinstruct,6001215,1500048,20397815,"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
c26fd44fce887811,REFERENCE_SCAN,lineitem,l_shipmode,1500048,214377,72105822,"TableScan Impl: ExpressionEvaluator (l_shipmode) IN ('AIR', 'AIR REG')"
